ref	pos	strand	u	d	ur	pval	passed
ENST00000625094.1|ENSG00000279035.1|OTTHUMG00000179347.1|OTTHUMT00000445864.1|ENST00000625094|ENSG00000279035|2161|	762	-	3	94	0.031914893617021274	0.005342087523696493	false
ENST00000605085.1|ENSG00000271380.1|OTTHUMG00000185142.1|OTTHUMT00000469658.1|PYGO2-AS1-201|PYGO2-AS1|799|	652	-	4	167	0.023952095808383235	0.0036826504308231254	false
ENST00000641877.1|ENSG00000263798.2|OTTHUMG00000178681.2|OTTHUMT00000493336.1|ENST00000641877|ENSG00000263798|2655|	2076	+	3	138	0.021739130434782608	0.01514593178610976	false
ENST00000550468.2|ENSG00000258232.2|OTTHUMG00000169513.2|OTTHUMT00000404559.2|ENST00000550468|ENSG00000258232|680|	9	-	4	195	0.020512820512820513	0.006343831130608289	false
ENST00000687345.1|ENSG00000289613.1|-|-|ENST00000687345|ENSG00000289613|1194|	635	-	4	73	0.0547945205479452	0.00016892966096356086	true
ENST00000569969.5|ENSG00000261067.7|OTTHUMG00000176707.1|OTTHUMT00000433224.1|ENST00000569969|ENSG00000261067|5296|	827	+	3	94	0.031914893617021274	0.005342087523696493	false
ENST00000754982.1|ENSG00000298338.1|-|-|ENST00000754982|ENSG00000298338|1297|	528	-	3	135	0.022222222222222223	0.014288569217285786	false
ENST00000576554.1|ENSG00000262413.1|OTTHUMG00000177881.1|OTTHUMT00000439448.1|ENST00000576554|ENSG00000262413|565|	436	-	4	192	0.020833333333333332	0.006011566358297978	false
ENST00000630155.1|ENSG00000280594.4|OTTHUMG00000190270.1|OTTHUMT00000484437.1|BTG3-AS1-202|BTG3-AS1|2341|	1089	-	3	114	0.02631578947368421	0.009072958356366304	false
ENST00000586076.1|ENSG00000267801.1|OTTHUMG00000179917.1|OTTHUMT00000448941.1|ENST00000586076|ENSG00000267801|3175|	1852	-	3	129	0.023255813953488372	0.012658747301398782	false
ENST00000608318.3|ENSG00000290791.2|-|OTTHUMT00000498320.1|ENST00000608318|ENSG00000290791|4329|	272	-	3	140	0.02142857142857143	0.015733300831471866	false
ENST00000619932.4|ENSG00000291005.2|-|OTTHUMT00000478301.1|NBPF25P-202|NBPF25P|3827|	1099	+	3	115	0.02608695652173913	0.009290584167582362	false
ENST00000555043.2|ENSG00000258377.2|OTTHUMG00000170874.1|OTTHUMT00000410795.1|ENST00000555043|ENSG00000258377|2535|	1935	-	3	116	0.02586206896551724	0.009511239033675326	false
ENST00000728038.1|ENSG00000295105.1|-|-|ENST00000728038|ENSG00000295105|93|	35	+	3	103	0.02912621359223301	0.006876463082093228	false
ENST00000764685.1|ENSG00000299571.1|-|-|ENST00000764685|ENSG00000299571|253|	55	-	6	252	0.023809523809523808	0.00040438746093147824	true
ENST00000753860.1|ENSG00000255959.2|OTTHUMG00000167704.1|-|ENST00000753860|ENSG00000255959|1330|	147	-	4	198	0.020202020202020204	0.006688050634505912	false
ENST00000555043.2|ENSG00000258377.2|OTTHUMG00000170874.1|OTTHUMT00000410795.1|ENST00000555043|ENSG00000258377|2535|	2157	-	3	105	0.02857142857142857	0.007249194077576351	false
ENST00000595655.1|ENSG00000268149.1|OTTHUMG00000182573.1|OTTHUMT00000462472.1|ENST00000595655|ENSG00000268149|438|	393	-	4	51	0.0784313725490196	0.00004139050038665306	true
ENST00000770236.1|ENSG00000300223.1|-|-|ENST00000770236|ENSG00000300223|424|	130	-	3	133	0.022556390977443608	0.013732745087510864	false
ENST00000603791.1|ENSG00000270504.2|OTTHUMG00000185108.1|OTTHUMT00000469606.1|ENST00000603791|ENSG00000270504|2761|	285	-	3	140	0.02142857142857143	0.015733300831471866	false
ENST00000609955.1|ENSG00000273275.1|OTTHUMG00000185954.1|OTTHUMT00000471823.1|ENST00000609955|ENSG00000273275|700|	212	-	3	127	0.023622047244094488	0.012140497657224329	false
ENST00000794528.1|ENSG00000303439.1|-|-|ENST00000794528|ENSG00000303439|391|	9	-	44	1314	0.0334855403348554	3.545563894675749e-27	true
ENST00000414640.1|ENSG00000224407.1|OTTHUMG00000037756.1|OTTHUMT00000092101.1|ENST00000414640|ENSG00000224407|1029|	609	-	3	122	0.02459016393442623	0.010899212337729988	false
ENST00000607014.1|ENSG00000272345.1|OTTHUMG00000185688.1|OTTHUMT00000470997.1|ENST00000607014|ENSG00000272345|887|	137	-	4	200	0.02	0.006924259360002388	false
ENST00000606596.1|ENSG00000272256.1|OTTHUMG00000185429.1|OTTHUMT00000470512.1|ENST00000606596|ENSG00000272256|710|	122	-	4	170	0.023529411764705882	0.0039226102683064855	false
ENST00000718821.1|ENSG00000293760.1|-|-|ENST00000718821|ENSG00000293760|603|	77	-	3	99	0.030303030303030304	0.006165881734397404	false
ENST00000586923.1|ENSG00000276570.1|OTTHUMG00000180703.1|OTTHUMT00000452661.1|ENST00000586923|ENSG00000276570|3061|	280	+	3	70	0.04285714285714286	0.002330300995070335	false
ENST00000572067.1|ENSG00000263126.1|OTTHUMG00000177492.1|OTTHUMT00000437175.1|ENST00000572067|ENSG00000263126|3907|	1907	+	3	138	0.021739130434782608	0.01514593178610976	false
