ref	pos	strand	convertedBaseCount_unfiltered_uniq	unconvertedBaseCount_unfiltered_uniq	convertedBaseCount_unfiltered_multi	unconvertedBaseCount_unfiltered_multi	convertedBaseCount_filtered_uniq	unconvertedBaseCount_filtered_uniq	convertedBaseCount_filtered_multi	unconvertedBaseCount_filtered_multi	u	d	ur	pval	passed
chr19	7680939	+	6	1	1	0	6	1	1	0	1	7	0.14285714285714285	0.02281452572593577	false
chr19	7912693	+	96	8	1	0	96	8	1	0	8	104	0.07692307692307693	2.680121355692122e-9	true
chr19	7926719	-	62	4	1	0	62	4	1	0	4	66	0.06060606060606061	0.00007188020007522066	true
chr19	8302871	-	324	8	64	0	324	8	64	0	8	332	0.024096385542168676	0.00001803635650979363	true
chr19	8489108	+	53	0	9	0	53	0	9	0	0	53	0.0	1.0	false
chr19	10139758	-	88	2	2	0	88	1	2	0	1	89	0.011235955056179775	0.2542989619861872	false
chr19	10310287	-	54	3	1	0	54	3	1	0	3	57	0.05263157894736842	0.0009136141098772038	true
chr19	10316983	-	37	2	1	0	37	0	1	0	0	37	0.0	1.0	false
chr19	10365825	-	65	0	1	0	65	0	1	0	0	65	0.0	1.0	false
chr19	10391265	-	77	5	1	0	77	4	1	0	4	81	0.04938271604938271	0.00015954552877058933	true
chr19	10395596	-	48	2	1	0	48	2	1	0	2	50	0.04	0.011951957971907566	false
chr19	10491827	-	31	0	1	0	31	0	1	0	0	31	0.0	1.0	false
chr19	10575008	-	140	7	7	0	140	7	7	0	7	147	0.047619047619047616	7.125521676643978e-7	true
chr19	10652502	-	43	3	10	0	43	3	10	0	3	46	0.06521739130434782	0.0004869376504999364	true
chr19	10653687	-	47	1	1	0	47	1	1	0	1	48	0.020833333333333332	0.14636763035942127	false
chr19	10654364	+	51	2	2	0	51	0	2	0	0	51	0.0	1.0	false
chr19	10654429	+	54	3	4	0	54	2	4	0	2	56	0.03571428571428571	0.014831320363009607	false
chr19	10759775	+	51	1	2	0	51	1	2	0	1	52	0.019230769230769232	0.15755133182224934	false
chr19	10832662	-	68	0	1	0	68	0	1	0	0	68	0.0	1.0	false
chr19	10836246	-	51	1	1	0	51	1	1	0	1	52	0.019230769230769232	0.15755133182224934	false
chr19	11100258	+	53	2	2	0	53	2	2	0	2	55	0.03636363636363636	0.01433261792487562	false
chr19	11155713	-	78	4	2	0	78	4	2	0	4	82	0.04878048780487805	0.00016728950754210935	true
chr19	11166401	-	39	2	1	1	39	2	1	1	2	41	0.04878048780487805	0.008158319393238259	false
chr19	11193000	-	54	1	1	0	54	1	1	0	1	55	0.01818181818181818	0.16584284801707777	false
chr19	11193012	-	54	1	3	0	54	1	3	0	1	55	0.01818181818181818	0.16584284801707777	false
chr19	12878680	-	47	3	1	0	47	3	1	0	3	50	0.06	0.0006225809060238169	true
chr19	12881010	-	107	4	1	0	107	4	1	0	4	111	0.036036036036036036	0.000531075051179638	true
chr19	12881368	-	267	12	7	0	267	12	7	0	12	279	0.043010752688172046	2.62759814926298e-10	true
chr19	12896017	+	18	24	0	1	18	24	0	1	24	42	0.5714285714285714	8.739378599101717e-49	true
chr19	12922480	-	58	3	4	0	58	3	4	0	3	61	0.04918032786885246	0.0011127983647833642	false
chr19	13025242	+	22	0	8	0	22	0	8	0	0	22	0.0	1.0	false
chr19	13118372	+	36	1	1	0	36	1	1	0	1	37	0.02702702702702703	0.11484097941920515	false
chr19	13118383	+	58	3	1	0	58	3	1	0	3	61	0.04918032786885246	0.0011127983647833642	false
chr19	13138965	+	212	15	3	0	212	15	3	0	15	227	0.06607929515418502	3.1289463599405183e-15	true
chr19	13139060	+	63	1	2	0	62	1	2	0	1	63	0.015873015873015872	0.18755677093449255	false
chr19	13144393	-	79	1	1	0	79	1	1	0	1	80	0.0125	0.2318404069604909	false
chr19	13764549	+	50	0	1	0	50	0	1	0	0	50	0.0	1.0	false
chr19	13773688	+	46	1	8	0	45	1	8	0	1	46	0.021739130434782608	0.14072022736499337	false
chr19	14433452	+	138	2	1	0	138	2	1	0	2	140	0.014285714285714285	0.07830386512602618	false
chr19	14441186	+	42	1	3	0	42	1	3	0	1	43	0.023255813953488372	0.13217899249845172	false
chr19	14463966	+	142	6	1	0	142	5	1	0	5	147	0.034013605442176874	0.00013999985684628313	true
chr19	14480414	-	257	102	0	1	257	102	0	1	102	359	0.2841225626740947	1.3428605049518285e-162	true
chr19	14517004	-	29	0	1	0	28	0	1	0	0	28	0.0	1.0	false
chr19	14566163	-	260	15	1	0	260	14	1	0	14	274	0.051094890510948905	8.674416684665273e-13	true
chr19	14566839	-	402	298	2	0	402	297	2	0	297	699	0.4248927038626609	0.0	true
chr19	15264627	-	79	3	2	0	79	2	2	0	2	81	0.024691358024691357	0.02956598010935053	false
chr19	15429589	-	36	8	8	0	35	8	8	0	8	43	0.18604651162790697	1.8033467303186137e-12	true
chr19	16132672	+	185	8	2	0	185	8	2	0	8	193	0.04145077720207254	3.3089980978157247e-7	true
chr19	17236011	-	247	6	3	0	247	6	3	0	6	253	0.023715415019762844	0.00021831063230606115	true
chr19	17245526	-	73	2	1	0	73	2	1	0	2	75	0.02666666666666667	0.0256515551495508	false
chr19	17306089	+	27	1	2	0	27	1	2	0	1	28	0.03571428571428571	0.08818231655458811	false
chr19	17943886	+	72	2	1	0	72	2	1	0	2	74	0.02702702702702703	0.025021316194915245	false
chr19	18169565	+	49	1	2	0	48	1	2	0	1	49	0.02040816326530612	0.14917739801504937	false
chr19	18169578	+	40	16	1	0	40	16	1	0	16	56	0.2857142857142857	6.98406149910982e-27	true
chr19	18434304	+	39	16	5	5	39	16	5	5	16	55	0.2909090909090909	5.004111144861331e-27	true
chr19	18538229	-	310	19	6	0	310	18	6	0	18	328	0.054878048780487805	1.4668989304574674e-16	true
chr19	18538334	-	293	15	1	0	293	14	1	0	14	307	0.04560260586319218	3.997171080807962e-12	true
chr19	18539574	-	527	17	2	0	525	17	2	0	17	542	0.03136531365313653	8.028091777287222e-12	true
chr19	18541924	-	673	19	10	0	673	17	10	0	17	690	0.02463768115942029	3.250954496440128e-10	true
chr19	18589343	+	21	1	1	0	21	1	1	0	1	22	0.045454545454545456	0.06996530315573161	false
chr19	18598463	-	249	12	3	0	249	12	3	0	12	261	0.04597701149425287	1.225666379281323e-10	true
chr19	18613097	+	36	2	2	0	36	2	2	0	2	38	0.05263157894736842	0.007040037047473633	false
chr19	18777374	+	33	0	1	0	33	0	1	0	0	33	0.0	1.0	false
chr19	19276996	-	65	3	1	0	65	3	1	0	3	68	0.04411764705882353	0.0015232593398270817	false
chr19	19306000	-	23	0	1	0	23	0	1	0	0	23	0.0	1.0	false
chr19	19320942	+	41	1	1	0	41	1	1	0	1	42	0.023809523809523808	0.12931308908678427	false
chr19	19649912	-	101	2	1	0	101	2	1	0	2	103	0.019417475728155338	0.04572907580827682	false
chr19	24001350	-	7	4	1	0	7	4	1	0	4	11	0.36363636363636365	3.802760495543376e-8	true
chr19	24087297	+	21	0	6	0	21	0	6	0	0	21	0.0	1.0	false
chr19	27798130	+	35	1	6	0	35	1	6	0	1	36	0.027777777777777776	0.11191781872705495	false
chr19	27806605	+	56	0	1	0	56	0	1	0	0	56	0.0	1.0	false
chr19	29942324	+	29	11	1	0	29	11	1	0	11	40	0.275	1.0406350328340797e-18	true
chr19	32692149	+	38	3	2	0	38	3	2	0	3	41	0.07317073170731707	0.00034617060996899526	true
chr19	32712453	+	37	1	3	0	37	1	3	0	1	38	0.02631578947368421	0.11775451840222492	false
chr19	33207204	+	36	2	1	0	36	2	1	0	2	38	0.05263157894736842	0.007040037047473633	false
chr19	33207537	+	53	2	1	0	53	2	1	0	2	55	0.03636363636363636	0.01433261792487562	false
chr19	34493578	+	42	0	1	0	42	0	1	0	0	42	0.0	1.0	false
chr19	35383811	+	15	3	2	0	15	3	2	0	3	18	0.16666666666666666	0.000028041786382374103	true
chr19	35615293	+	39	1	1	0	39	1	1	0	1	40	0.025	0.12355285781770667	false
chr19	35622918	+	31	3	2	0	31	3	2	0	3	34	0.08823529411764706	0.00019769520488057478	true
chr19	36141113	+	72	2	6	0	72	2	6	0	2	74	0.02702702702702703	0.025021316194915245	false
chr19	36150090	+	47	5	1	0	47	3	1	0	3	50	0.06	0.0006225809060238169	true
chr19	38383810	+	42	4	2	0	42	2	2	0	2	44	0.045454545454545456	0.009350775302913275	false
chr19	39384331	+	41	1	1	0	41	0	1	0	0	41	0.0	1.0	false
chr19	39384337	+	43	3	1	0	43	2	1	0	2	45	0.044444444444444446	0.0097644718565112	false
chr19	39390923	-	34	1	1	0	34	1	1	0	1	35	0.02857142857142857	0.10898500455091661	false
chr19	40192509	+	12	1	2	0	12	1	2	0	1	13	0.07692307692307693	0.041955102887649275	false
chr19	40233078	-	66	4	1	0	66	4	1	0	4	70	0.05714285714285714	0.00009049289587733084	true
chr19	40374515	+	73	3	0	1	73	2	0	1	2	75	0.02666666666666667	0.0256515551495508	false
chr19	40702661	-	47	2	2	0	46	2	2	0	2	48	0.041666666666666664	0.011053390248680172	false
chr19	40800637	+	149	6	2	0	148	6	2	0	6	154	0.03896103896103896	0.00001407942057972779	true
chr19	41264490	+	22	4	2	0	22	4	2	0	4	26	0.15384615384615385	1.6560605437837552e-6	true
chr19	41391906	-	84	0	1	0	84	0	1	0	0	84	0.0	1.0	false
chr19	41869138	+	6066	136	1068	22	6059	130	1068	20	130	6189	0.021005008886734528	1.4642845327339498e-59	true
chr19	42250476	-	107	2	3	0	107	2	3	0	2	109	0.01834862385321101	0.05058801028760996	false
chr19	42289903	+	29	2	1	0	29	2	1	0	2	31	0.06451612903225806	0.004728154812277161	false
chr19	43544178	-	41	2	1	0	41	2	1	0	2	43	0.046511627906976744	0.008945145796751435	false
chr19	43608105	-	75	2	1	0	75	2	1	0	2	77	0.025974025974025976	0.02693122675743542	false
chr19	44812222	+	42	2	1	0	42	2	1	0	2	44	0.045454545454545456	0.009350775302913275	false
chr19	44812244	+	47	3	2	0	47	3	2	0	3	50	0.06	0.0006225809060238169	true
chr19	44819612	+	30	2	1	0	30	2	1	0	2	32	0.0625	0.005032386928409777	false
chr19	44992798	+	40	4	1	0	40	4	1	0	4	44	0.09090909090909091	0.000014342866805430895	true
chr19	45090686	+	50	4	7	0	50	3	7	0	3	53	0.05660377358490566	0.0007386579550873613	true
chr19	45259069	+	38	3	1	0	38	3	1	0	3	41	0.07317073170731707	0.00034617060996899526	true
chr19	45370137	-	57	2	4	0	57	2	4	0	2	59	0.03389830508474576	0.016371587414261927	false
chr19	45408152	+	48	1	2	0	48	1	2	0	1	49	0.02040816326530612	0.14917739801504937	false
chr19	45507654	+	41	1	1	0	41	1	1	0	1	42	0.023809523809523808	0.12931308908678427	false
chr19	45884711	-	96	6	1	0	96	6	1	0	6	102	0.058823529411764705	1.3066564545888276e-6	true
chr19	46195704	-	50	2	11	0	50	2	11	0	2	52	0.038461538461538464	0.012881431516093974	false
chr19	46198382	-	44	3	5	0	44	3	5	0	3	47	0.06382978723404255	0.0005188631170895373	true
chr19	46609461	+	19	2	1	0	19	2	1	0	2	21	0.09523809523809523	0.0021824107257404244	false
chr19	47487780	-	59	2	1	0	59	2	1	0	2	61	0.03278688524590164	0.01743469442407414	false
chr19	47741471	+	82	1	2	0	82	1	2	0	1	83	0.012048192771084338	0.23940075804950944	false
chr19	47742570	+	40	0	9	0	40	0	9	0	0	40	0.0	1.0	false
chr19	47755410	+	174	6	16	0	174	6	16	0	6	180	0.03333333333333333	0.000033865453059095064	true
chr19	48143594	-	109	3	1	0	109	3	1	0	3	112	0.026785714285714284	0.006223564241813313	false
chr19	48329409	+	17	1	2	0	17	1	2	0	1	18	0.05555555555555555	0.05761887684814852	false
chr19	48330343	+	536	12	1	0	536	12	1	0	12	548	0.021897810218978103	4.329978852717629e-7	true
chr19	48382893	-	34	2	1	0	34	0	1	0	0	34	0.0	1.0	false
chr19	48474225	+	41	1	3	0	41	1	3	0	1	42	0.023809523809523808	0.12931308908678427	false
chr19	48729371	-	223	5	1	0	223	5	1	0	5	228	0.021929824561403508	0.0010344812471980557	false
chr19	48922459	+	330	13	1	0	330	12	1	0	12	342	0.03508771929824561	2.6136793160854454e-9	true
chr19	48968711	-	72	2	1	0	72	2	1	0	2	74	0.02702702702702703	0.025021316194915245	false
chr19	49446673	-	76	4	4	0	76	1	4	0	1	77	0.012987012987012988	0.22420490603508458	false
chr19	49543348	+	78	3	3	0	78	3	3	0	3	81	0.037037037037037035	0.0025122350602121385	false
chr19	49713630	+	14	4	2	0	14	4	2	0	4	18	0.2222222222222222	3.4617807674316845e-7	true
chr19	49862217	-	56	1	1	0	56	1	1	0	1	57	0.017543859649122806	0.17132513882381456	false
chr19	49928898	+	31	0	1	0	31	0	1	0	0	31	0.0	1.0	false
chr19	50016055	-	62	2	1	0	62	2	1	0	2	64	0.03125	0.019082685766565723	false
chr19	50482503	+	73	4	1	0	73	3	1	0	3	76	0.039473684210526314	0.0020953865490777393	false
chr19	50482504	+	70	7	1	0	70	6	1	0	6	76	0.07894736842105263	2.282290032895114e-7	true
chr19	51104462	-	89	4	3	0	89	4	3	0	4	93	0.043010752688172046	0.00027134955105336716	true
chr19	52116373	-	13	2	1	0	13	2	1	0	2	15	0.13333333333333333	0.0011056209888829541	false
chr19	52890289	-	45	1	6	1	45	1	6	1	1	46	0.021739130434782608	0.14072022736499337	false
chr19	55094682	-	55	1	1	0	55	1	1	0	1	56	0.017857142857142856	0.16858851215624265	false
chr19	55232092	-	69	1	1	0	69	1	1	0	1	70	0.014285714285714285	0.20609227788486992	false
chr19	55383978	-	157	2	1	0	157	2	1	0	2	159	0.012578616352201259	0.09712329985433119	false
chr19	55453087	-	29	1	1	0	29	0	1	0	0	29	0.0	1.0	false
chr19	55453234	-	485	89	3	0	485	89	3	0	89	574	0.15505226480836237	3.624590227191161e-116	true
chr19	55641180	+	98	20	0	1	98	20	0	1	20	118	0.1694915254237288	3.3464208283125137e-28	true
chr19	55644660	+	41	0	1	0	41	0	1	0	0	41	0.0	1.0	false
chr19	56217200	-	13	3	2	1	12	3	2	1	3	15	0.2	0.000015752167651057768	true
chr19	57363629	+	55	1	1	0	55	1	1	0	1	56	0.017857142857142856	0.16858851215624265	false
chr19	57572427	-	15	2	1	0	15	2	1	0	2	17	0.11764705882352941	0.0014257878167912685	false
chr19	58259498	-	36	1	1	0	36	1	1	0	1	37	0.02702702702702703	0.11484097941920515	false
chr19	58314889	-	19	3	6	0	19	3	6	0	3	22	0.13636363636363635	0.00005240276379641267	true
chr19	58417031	+	20	0	1	0	20	0	1	0	0	20	0.0	1.0	false
chr19	58517446	-	39	1	2	0	39	1	2	0	1	40	0.025	0.12355285781770667	false
chr19	58549490	+	123	6	1	0	123	6	1	0	6	129	0.046511627906976744	5.116846489930726e-6	true
chr19	58549491	+	91	32	0	1	91	32	0	1	32	123	0.2601626016260163	9.199261479527085e-51	true
chr19	58582228	+	47	1	4	0	47	1	4	0	1	48	0.020833333333333332	0.14636763035942127	false
chr20	326434	+	95	3	18	0	95	2	18	0	2	97	0.020618556701030927	0.04105494978853617	false
chr20	1161074	+	69	0	3	0	66	0	3	0	0	66	0.0	1.0	false
chr20	1369999	-	58	6	6	1	58	4	6	0	4	62	0.06451612903225806	0.00005622198281833715	true
chr20	1466753	-	33	1	1	0	33	1	1	0	1	34	0.029411764705882353	0.10604250501099872	false
chr20	2463094	-	291	8	1	0	291	8	1	0	8	299	0.026755852842809364	8.507264355161402e-6	true
chr20	2660031	-	276	6	1	0	275	6	1	0	6	281	0.021352313167259787	0.0003814174967788362	true
chr20	2838364	-	44	1	1	0	44	1	1	0	1	45	0.022222222222222223	0.13788253063872796	false
chr20	3159781	-	40	1	1	0	40	1	1	0	1	41	0.024390243902439025	0.12643772127831837	false
chr20	3190523	-	66	2	5	0	66	1	5	0	1	67	0.014925373134328358	0.19820084073844152	false
chr20	3471336	+	19	1	3	0	19	1	3	0	1	20	0.05	0.06381244283942049	false
chr20	3785731	-	329	13	1	0	329	13	1	0	13	342	0.038011695906432746	2.1765472609970775e-10	true
chr20	3824824	+	37	1	2	0	37	1	2	0	1	38	0.02631578947368421	0.11775451840222492	false
chr20	4699262	+	149	13	1	0	149	13	1	0	13	162	0.08024691358024691	1.750085295336827e-14	true
chr20	6006195	+	234	5	3	0	234	5	3	0	5	239	0.02092050209205021	0.0012736640615985718	false
chr20	6006196	+	242	6	3	0	242	6	3	0	6	248	0.024193548387096774	0.00019614437573483453	true
chr20	13769908	-	28	1	7	0	28	1	7	0	1	29	0.034482758620689655	0.09118360367289804	false
chr20	13787333	+	52	1	1	0	52	1	1	0	1	53	0.018867924528301886	0.160324287843551	false
chr20	16732301	+	50	1	9	0	49	0	9	0	0	49	0.0	1.0	false
chr20	18763415	+	75	3	1	0	75	1	1	0	1	76	0.013157894736842105	0.2216429102003099	false
chr20	25195810	+	38	1	1	0	38	1	1	0	1	39	0.02564102564102564	0.12065846734638368	false
chr20	25248392	+	36	1	3	0	36	1	3	0	1	37	0.02702702702702703	0.11484097941920515	false
chr20	25300379	-	39	0	0	1	39	0	0	0	0	39	0.0	1.0	false
chr20	31569541	+	100	2	2	0	100	1	2	0	1	101	0.009900990099009901	0.28322563210224994	false
chr20	31569542	+	86	5	2	0	86	4	2	0	4	90	0.044444444444444446	0.0002393373421124258	true
chr20	31665070	-	61	0	2	0	60	0	2	0	0	60	0.0	1.0	false
chr20	32165367	+	68	1	3	0	68	1	3	0	1	69	0.014492753623188406	0.20347046667070104	false
chr20	32438515	+	76	8	1	0	76	7	1	0	7	83	0.08433734939759036	1.39640907460538e-8	true
chr20	33993904	+	28	8	2	0	28	8	2	0	8	36	0.2222222222222222	3.8411124679390695e-13	true
chr20	33994112	+	156	7	1	0	156	7	1	0	7	163	0.04294478527607362	1.4232256055607115e-6	true
chr20	35279162	-	772	27	15	1	772	26	15	1	26	798	0.03258145363408521	1.141734395065593e-17	true
chr20	35366602	-	76	0	1	0	76	0	1	0	0	76	0.0	1.0	false
chr20	35588581	+	9	3	1	0	8	3	1	0	3	11	0.2727272727272727	5.768991748586263e-6	true
chr20	35618703	+	14	1	1	0	14	1	1	0	1	15	0.06666666666666667	0.04825161514483567	false
chr20	35871003	+	47	6	1	0	47	6	1	0	6	53	0.11320754716981132	2.5569989608302557e-8	true
chr20	36525990	+	90	2	2	0	90	2	2	0	2	92	0.021739130434782608	0.03730773574710636	false
chr20	36527313	+	46	2	1	0	46	2	1	0	2	48	0.041666666666666664	0.011053390248680172	false
chr20	36578779	+	106	3	2	0	106	3	2	0	3	109	0.027522935779816515	0.005774325918012089	false
chr20	36773505	-	18	3	1	0	18	3	1	0	3	21	0.14285714285714285	0.00004536859772731885	true
chr20	36808651	-	49	2	1	0	49	2	1	0	2	51	0.0392156862745098	0.012412859438603279	false
chr20	37519210	-	149	1	3	0	149	1	3	0	1	150	0.006666666666666667	0.39015216726911794	false
chr20	41137582	+	50	2	2	0	50	2	2	0	2	52	0.038461538461538464	0.012881431516093974	false
chr20	41137683	+	61	3	1	0	61	3	1	0	3	64	0.046875	0.0012788132615521102	false
chr20	41174172	+	43	8	1	0	43	8	1	0	8	51	0.1568627450980392	7.73566921504023e-12	true
chr20	43699813	+	871	73	2	0	869	62	2	0	62	931	0.06659505907626208	3.384496735359344e-58	true
chr20	43699874	+	1599	44	1	0	1598	42	1	0	42	1640	0.025609756097560974	1.3968624944521257e-23	true
chr20	43716124	+	240	3	1	0	240	3	1	0	3	243	0.012345679012345678	0.04711564605468919	false
chr20	44196502	-	26	1	1	0	26	1	1	0	1	27	0.037037037037037035	0.0851711179465615	false
chr20	44498849	-	91	8	1	0	91	5	1	0	5	96	0.052083333333333336	0.00001840975513035534	true
chr20	44695478	-	36	1	1	0	36	0	1	0	0	36	0.0	1.0	false
chr20	44758163	-	43	1	1	0	43	1	1	0	1	44	0.022727272727272728	0.1350354626657898	false
chr20	44810312	-	38	1	3	0	38	1	3	0	1	39	0.02564102564102564	0.12065846734638368	false
chr20	45909551	-	42	1	1	0	42	1	1	0	1	43	0.023255813953488372	0.13217899249845172	false
chr20	48734599	-	43	2	1	0	43	2	1	0	2	45	0.044444444444444446	0.0097644718565112	false
chr20	49096258	+	97	3	1	0	96	3	1	0	3	99	0.030303030303030304	0.004420299346193987	false
chr20	49634501	-	65	0	2	0	65	0	2	0	0	65	0.0	1.0	false
chr20	50191195	+	361	12	1	0	360	12	1	0	12	372	0.03225806451612903	6.652437644033959e-9	true
chr20	50931115	-	52	2	2	0	52	2	2	0	2	54	0.037037037037037035	0.013841365826389878	false
chr20	50931340	-	40	1	1	0	40	1	1	0	1	41	0.024390243902439025	0.12643772127831837	false
chr20	52191668	-	30	1	2	0	29	1	2	0	1	30	0.03333333333333333	0.094175011925586	false
chr20	56367827	+	50	1	2	0	50	1	2	0	1	51	0.0196078431372549	0.15476921835482327	false
chr20	57709631	-	161	29	4	0	161	29	4	0	29	190	0.15263157894736842	8.727443404704489e-39	true
chr20	57709704	-	114	6	1	0	114	6	1	0	6	120	0.05	3.369864800730909e-6	true
chr20	58676333	+	58	1	2	0	57	1	2	0	1	58	0.017241379310344827	0.17405275776701995	false
chr20	58715314	+	117	1	3	0	117	1	3	0	1	118	0.00847457627118644	0.3222946698949074	false
chr20	58715687	+	189	3	2	0	189	3	2	0	3	192	0.015625	0.02615240850816033	false
chr20	58891837	+	7044	134	7	0	7042	126	7	0	126	7168	0.017578125	1.3241418187943205e-49	false
chr20	58989960	+	453	37	1	0	453	37	1	0	37	490	0.07551020408163266	2.0210563044979443e-37	true
chr20	59007017	-	352	10	4	0	352	10	4	0	10	362	0.027624309392265192	4.90730499269511e-7	true
chr20	62065410	-	16	1	1	0	16	1	1	0	1	17	0.058823529411764705	0.0545067451382843	false
chr20	62139724	-	43	0	1	0	43	0	1	0	0	43	0.0	1.0	false
chr20	62174588	+	118	2	2	0	118	2	2	0	2	120	0.016666666666666666	0.059946263154738416	false
chr20	62179560	+	38	1	1	0	38	1	1	0	1	39	0.02564102564102564	0.12065846734638368	false
chr20	62201692	+	65	1	1	0	65	1	1	0	1	66	0.015151515151515152	0.19555296873933498	false
chr20	62303047	+	565	17	52	0	564	15	52	0	15	579	0.025906735751295335	1.7823293189162251e-9	true
chr20	62318901	-	26	0	3	0	26	0	3	0	0	26	0.0	1.0	false
chr20	62386867	-	51	1	1	0	51	1	1	0	1	52	0.019230769230769232	0.15755133182224934	false
chr20	62671764	+	33	1	1	0	33	1	1	0	1	34	0.029411764705882353	0.10604250501099872	false
chr20	62836531	+	77	1	3	0	77	1	3	0	1	78	0.01282051282051282	0.22675846895038904	false
chr20	62861759	-	79	0	4	0	79	0	4	0	0	79	0.0	1.0	false
chr20	62945124	+	337	23	1	0	337	21	1	0	21	358	0.05865921787709497	1.1716068164896168e-19	true
chr20	63521323	+	331	30	1	0	331	28	1	0	28	359	0.07799442896935933	4.158954727187299e-29	true
chr20	63590303	-	80	1	2	0	79	1	2	0	1	80	0.0125	0.2318404069604909	false
chr20	63619404	-	82	1	1	0	82	1	1	0	1	83	0.012048192771084338	0.23940075804950944	false
chr20	63688602	+	44	2	6	0	44	2	6	0	2	46	0.043478260869565216	0.010186177956784438	false
chr20	63690099	+	41	0	1	0	40	0	1	0	0	40	0.0	1.0	false
chr20	63692993	+	21	2	1	0	21	2	1	0	2	23	0.08695652173913043	0.0026178207261299278	false
chr20	63735293	+	46	2	2	0	46	2	2	0	2	48	0.041666666666666664	0.011053390248680172	false
chr20	63738971	+	28	1	1	0	28	1	1	0	1	29	0.034482758620689655	0.09118360367289804	false
chr20	63895269	+	110	3	1	0	110	3	1	0	3	113	0.02654867256637168	0.006377807205900986	false
chr20	63932329	+	259	5	2	0	259	5	2	0	5	264	0.01893939393939394	0.0019661749838807184	false
chr20	63963194	-	36	6	1	0	36	6	1	0	6	42	0.14285714285714285	6.026720871303498e-9	true
chr20	64064053	+	29	2	1	0	29	2	1	0	2	31	0.06451612903225806	0.004728154812277161	false
chr21	25734856	-	856	24	1	0	855	21	1	0	21	876	0.023972602739726026	4.7830763921683434e-12	true
chr21	32337155	-	15	1	1	0	15	1	1	0	1	16	0.0625	0.05138433588407883	false
chr21	33903454	-	8	2	1	0	8	2	1	0	2	10	0.2	0.00047905631286790606	true
chr21	36896925	-	52	1	1	0	52	0	1	0	0	52	0.0	1.0	false
chr21	37195882	+	91	10	1	0	91	9	1	0	9	100	0.09	6.588251982555143e-11	true
chr21	37224450	-	23	0	1	0	23	0	1	0	0	23	0.0	1.0	false
chr21	41168279	+	156	7	1	0	156	7	1	0	7	163	0.04294478527607362	1.4232256055607115e-6	true
chr21	41278986	+	57	0	1	0	57	0	1	0	0	57	0.0	1.0	false
chr21	43694081	+	96	4	1	0	96	4	1	0	4	100	0.04	0.0003578285794583779	true
chr21	43757366	+	94	5	1	0	94	5	1	0	5	99	0.050505050505050504	0.00002136634787107388	true
chr21	43758187	+	51	0	1	0	51	0	1	0	0	51	0.0	1.0	false
chr21	43984167	+	40	0	1	0	40	0	1	0	0	40	0.0	1.0	false
chr21	44322162	+	50	2	2	0	50	2	2	0	2	52	0.038461538461538464	0.012881431516093974	false
chr21	44333084	-	29	1	1	0	29	1	1	0	1	30	0.03333333333333333	0.094175011925586	false
chr21	44940149	+	57	2	1	0	57	2	1	0	2	59	0.03389830508474576	0.016371587414261927	false
chr21	44978254	+	65	2	9	0	65	1	9	0	1	66	0.015151515151515152	0.19555296873933498	false
chr21	45265574	-	53	2	1	0	53	1	1	0	1	54	0.018518518518518517	0.16308811656085592	false
chr22	17108731	+	34	1	1	0	34	1	1	0	1	35	0.02857142857142857	0.10898500455091661	false
chr22	17638845	+	52	2	1	0	52	2	1	0	2	54	0.037037037037037035	0.013841365826389878	false
chr22	17788484	-	35	2	1	0	35	1	1	0	1	36	0.027777777777777776	0.11191781872705495	false
chr22	17818647	-	37	0	1	0	37	0	1	0	0	37	0.0	1.0	false
chr22	18088274	+	210	12	1	0	210	10	1	0	10	220	0.045454545454545456	4.739606829812095e-9	true
chr22	19175582	-	430	6	5	0	430	3	5	0	3	433	0.006928406466512702	0.17240200462089453	false
chr22	19235795	-	66	1	1	0	65	1	1	0	1	66	0.015151515151515152	0.19555296873933498	false
chr22	19353419	-	44	1	2	0	44	1	2	0	1	45	0.022222222222222223	0.13788253063872796	false
chr22	19722286	+	34	2	1	0	34	2	1	0	2	36	0.05555555555555555	0.006336508386074512	false
chr22	19722302	+	39	0	1	0	39	0	1	0	0	39	0.0	1.0	false
chr22	19766535	+	64	2	2	0	64	2	2	0	2	66	0.030303030303030304	0.02021628857508566	false
chr22	19846614	-	48	2	2	0	47	2	2	0	2	49	0.04081632653061224	0.011498782889272216	false
chr22	20314760	-	37	6	1	0	37	6	1	0	6	43	0.13953488372093023	6.98430865724717e-9	true
chr22	20314782	-	183	6	4	0	182	6	4	0	6	188	0.031914893617021274	0.000043145153656629434	true
chr22	20804305	-	34	0	7	0	34	0	7	0	0	34	0.0	1.0	false
chr22	20917649	+	35	1	2	0	35	1	2	0	1	36	0.027777777777777776	0.11191781872705495	false
chr22	20917671	+	32	1	1	0	32	1	1	0	1	33	0.030303030303030304	0.10309028812222965	false
chr22	20951545	+	63	5	2	0	63	3	2	0	3	66	0.045454545454545456	0.0013976790580202951	false
chr22	21623693	+	48	0	1	0	48	0	1	0	0	48	0.0	1.0	false
chr22	21629362	-	55	2	2	0	55	2	2	0	2	57	0.03508771929824561	0.015337418772214423	false
chr22	21695972	+	23	1	7	0	23	1	7	0	1	24	0.041666666666666664	0.07607772532502566	false
chr22	23315667	+	27	3	8	0	27	3	8	0	3	30	0.1	0.00013545779937193143	true
chr22	24063016	+	27	3	1	0	27	2	1	0	2	29	0.06896551724137931	0.004146277241909577	false
