ref	pos	strand	u	d	ur	pval	passed
chr8	9347425	-	30	62	0.4838709677419355	4.468426623376019e-19	true
chr8	24756358	-	22	24	0.9166666666666666	4.6844820902210754e-24	true
chr8	24756359	-	22	25	0.88	3.6506111355810327e-23	true
chr8	33637679	-	29	30	0.9666666666666667	3.5857505306915176e-33	true
chr8	34173716	-	15	36	0.4166666666666667	4.144730670843026e-9	true
chr8	34173723	-	26	56	0.4642857142857143	3.6076903085631435e-16	true
chr8	34173724	-	11	57	0.19298245614035087	0.0013923871492555397	false
chr8	34173725	-	18	57	0.3157894736842105	2.161377122992663e-8	true
chr8	34173726	-	24	58	0.41379310344827586	1.1666525034375242e-13	true
chr8	34173728	-	18	59	0.3050847457627119	3.953717920082019e-8	true
chr8	43195470	-	4	22	0.18181818181818182	0.05794464126021122	false
chr8	43195474	-	25	67	0.373134328358209	6.005155568641579e-13	true
chr8	43195476	-	22	68	0.3235294117647059	3.5967426142113963e-10	true
chr8	43195479	-	42	68	0.6176470588235294	6.042798178205333e-32	true
chr8	43195483	-	12	69	0.17391304347826086	0.002197814634790316	false
chr8	54483820	+	3	25	0.12	0.238499958968105	false
chr8	54483824	+	3	25	0.12	0.238499958968105	false
chr8	54483827	+	7	25	0.28	0.0010643609427076067	false
chr8	54483845	+	3	25	0.12	0.238499958968105	false
chr8	60054945	-	5	20	0.25	0.009393160788134361	false
chr8	69875712	-	11	39	0.28205128205128205	0.000039208541913452746	true
chr8	79423887	-	33	34	0.9705882352941176	8.588235403264868e-38	true
chr8	102772266	-	26	27	0.9629629629629629	1.0354328215212634e-29	true
chr8	102772267	-	25	27	0.9259259259259259	1.8559237524914414e-27	true
chr8	107333912	-	7	127	0.05511811023622047	0.7649435638947637	false
chr8	107333982	-	4	53	0.07547169811320754	0.48788358949990335	false
chr8	108601111	-	11	43	0.2558139534883721	0.0001045245723114775	true
chr8	116176304	-	4	23	0.17391304347826086	0.06651944741830552	false
chr8	125401581	+	3	66	0.045454545454545456	0.833407614987842	false
chr8	125401584	+	5	74	0.06756756756756757	0.5688759168368356	false
chr8	125401585	+	7	61	0.11475409836065574	0.11796711447928494	false
chr8	125404107	+	10	112	0.08928571428571429	0.22860058075142053	false
chr8	125404111	+	3	112	0.026785714285714284	0.9838458440232175	false
chr8	125404113	+	3	112	0.026785714285714284	0.9838458440232175	false
chr8	125404115	+	18	112	0.16071428571428573	0.0005442008727986524	true
chr8	125404117	+	4	112	0.03571428571428571	0.9501363255228974	false
chr8	125404122	+	6	112	0.05357142857142857	0.7783397510532128	false
chr8	125404123	+	4	112	0.03571428571428571	0.9501363255228974	false
chr8	125404125	+	8	112	0.07142857142857142	0.49216667959078114	false
chr8	125404129	+	8	112	0.07142857142857142	0.49216667959078114	false
chr8	125404130	+	19	112	0.16964285714285715	0.00019003323578594628	true
chr8	125404177	+	3	93	0.03225806451612903	0.9556471660896505	false
chr8	125802505	-	4	21	0.19047619047619047	0.0500004582088146	false
chr8	125802508	-	5	20	0.25	0.009393160788134361	false
chr8	133823012	-	23	31	0.7419354838709677	6.066502906376457e-21	true
chr8	144606583	-	10	32	0.3125	0.00003298418571025804	true
chr8	144606587	-	10	32	0.3125	0.00003298418571025804	true
chr8	144606590	-	26	32	0.8125	2.479673020490512e-25	true
chr9	37286912	+	3	63	0.047619047619047616	0.8091445569054451	false
chr9	75039797	+	3	55	0.05454545454545454	0.7296090569364921	false
chr9	75039806	+	4	56	0.07142857142857142	0.5316771450428197	false
chr9	75039807	+	6	56	0.10714285714285714	0.17763534472747314	false
chr9	75039811	+	36	56	0.6428571428571429	1.6924014134827685e-28	true
chr9	75039812	+	24	56	0.42857142857142855	4.5275000230148763e-14	true
chr9	75039813	+	8	56	0.14285714285714285	0.034378859238935355	false
chr9	75039814	+	6	56	0.10714285714285714	0.17763534472747314	false
chr9	75039816	+	5	56	0.08928571428571429	0.3301143748539254	false
chr9	75039818	+	3	56	0.05357142857142857	0.7408127500625491	false
chr9	80808391	-	10	26	0.38461538461538464	3.961048953030083e-6	true
chr9	80808392	-	11	29	0.3793103448275862	1.525900817538918e-6	true
chr9	80808393	-	6	35	0.17142857142857143	0.028797717162198914	false
chr9	80808397	-	5	36	0.1388888888888889	0.09392525519515849	false
chr9	80808398	-	16	36	0.4444444444444444	3.915094532277783e-10	true
chr9	91601583	+	5	20	0.25	0.009393160788134361	false
chr9	91601587	+	5	20	0.25	0.009393160788134361	false
chr9	91601593	+	5	20	0.25	0.009393160788134361	false
chr9	91601597	+	4	20	0.2	0.042695857779650695	false
chr9	91601599	+	10	20	0.5	2.0124571239085432e-7	true
chr9	106249991	+	3	60	0.05	0.7819574073921793	false
chr9	113569560	+	11	42	0.2619047619047619	0.00008285092312530716	true
chr9	113569563	+	5	43	0.11627906976744186	0.16439435837154542	false
chr9	113569564	+	4	42	0.09523809523809523	0.3174219932912279	false
chr9	113569573	+	4	43	0.09302325581395349	0.33311713533427245	false
chr9	113569577	+	11	43	0.2558139534883721	0.0001045245723114775	true
chr9	116478214	-	3	23	0.13043478260869565	0.2020869789813946	false
chr10	1656486	-	37	70	0.5285714285714286	6.025475841341002e-25	true
chr10	1656487	-	37	78	0.47435897435897434	8.57064265339426e-23	true
chr10	1656490	-	84	102	0.8235294117647058	8.728278875003338e-80	true
chr10	1656492	-	3	103	0.02912621359223301	0.9737669414422212	false
chr10	1656494	-	52	105	0.49523809523809526	1.3775175521673052e-32	true
chr10	1656495	-	10	106	0.09433962264150944	0.182100882322918	false
chr10	1656498	-	3	106	0.02830188679245283	0.9776550448628576	false
chr10	2019194	-	50	78	0.6410256410256411	6.519947290282283e-39	true
chr10	2019197	-	7	78	0.08974358974358974	0.2771985044731456	false
chr10	3328698	+	7	42	0.16666666666666666	0.02180763886100838	false
chr10	3328699	+	6	42	0.14285714285714285	0.06251386770059139	false
chr10	3328702	+	6	42	0.14285714285714285	0.06251386770059139	false
chr10	3328711	+	12	42	0.2857142857142857	0.000015214077681369358	true
chr10	3328712	+	7	42	0.16666666666666666	0.02180763886100838	false
chr10	3328713	+	5	42	0.11904761904761904	0.1532633033555747	false
chr10	3328714	+	6	42	0.14285714285714285	0.06251386770059139	false
chr10	3328717	+	13	42	0.30952380952380953	2.5045253117989786e-6	true
chr10	3328718	+	4	42	0.09523809523809523	0.3174219932912279	false
chr10	3470834	-	60	76	0.7894736842105263	2.700393628650584e-55	true
chr10	3597921	+	8	22	0.36363636363636365	0.000060139548203506917	true
chr10	3597925	+	3	22	0.13636363636363635	0.18440425747316547	false
chr10	14502371	-	43	52	0.8269230769230769	1.102821601538147e-41	true
chr10	14502376	-	7	58	0.1206896551724138	0.09641309524427313	false
chr10	14502380	-	49	58	0.8448275862068966	3.0968608988130475e-48	true
chr10	19707174	+	4	59	0.06779661016949153	0.573528564608313	false
chr10	19707175	+	16	59	0.2711864406779661	1.306374439687433e-6	true
chr10	19707177	+	15	59	0.2542372881355932	6.655402976628302e-6	true
chr10	19707180	+	4	59	0.06779661016949153	0.573528564608313	false
chr10	19707187	+	8	59	0.13559322033898305	0.044971482964587466	false
chr10	19707189	+	10	59	0.1694915254237288	0.00600105080636045	false
chr10	19707190	+	7	59	0.11864406779661017	0.10333792766653833	false
chr10	19707192	+	4	59	0.06779661016949153	0.573528564608313	false
chr10	26255581	-	6	30	0.2	0.014043696541589337	false
chr10	26255582	-	3	37	0.08108108108108109	0.4630124718998549	false
chr10	29983735	-	29	71	0.4084507042253521	5.104345615438149e-16	true
chr10	29983792	-	16	49	0.32653061224489793	7.656327312756106e-8	true
chr10	29983793	-	39	109	0.3577981651376147	1.3042591018956717e-18	true
chr10	29983796	-	94	160	0.5875	1.1238324247988666e-66	true
chr10	29983797	-	68	162	0.41975308641975306	2.3133660967653275e-36	true
chr10	29983802	-	42	162	0.25925925925925924	2.941578672860384e-14	true
chr10	29983803	-	22	162	0.13580246913580246	0.0014842881227952315	false
chr10	33127946	+	7	42	0.16666666666666666	0.02180763886100838	false
chr10	60363968	-	17	94	0.18085106382978725	0.00018354464313095193	true
chr10	60363970	-	54	94	0.574468085106383	2.843886138390611e-38	true
chr10	62861503	-	22	30	0.7333333333333333	6.645035215417335e-20	true
chr10	92440756	+	3	59	0.05084745762711865	0.7722095601424143	false
chr10	92440759	+	16	59	0.2711864406779661	1.306374439687433e-6	true
chr10	92440767	+	7	59	0.11864406779661017	0.10333792766653833	false
chr10	92440771	+	23	59	0.3898305084745763	1.6991364226154565e-12	true
chr10	92440773	+	10	59	0.1694915254237288	0.00600105080636045	false
chr10	92440775	+	5	59	0.0847457627118644	0.3712029696064631	false
chr10	92440777	+	7	59	0.11864406779661017	0.10333792766653833	false
chr10	100448949	-	4	45	0.08888888888888889	0.36457991667006434	false
chr10	105882772	-	3	55	0.05454545454545454	0.7296090569364921	false
chr10	105882832	-	21	59	0.3559322033898305	1.177124220882634e-10	true
chr10	105882833	-	33	58	0.5689655172413793	8.615105585372724e-24	true
chr10	105882836	-	6	59	0.1016949152542373	0.20931671531551274	false
chr10	111180241	+	3	21	0.14285714285714285	0.16715976435321728	false
chr10	111180260	+	4	21	0.19047619047619047	0.0500004582088146	false
chr11	2306528	-	3	30	0.1	0.332801089195498	false
chr11	2306530	-	30	31	0.967741935483871	2.5122281357973802e-34	true
chr11	17769390	-	23	23	1.0	1.316031818085053e-27	true
chr11	37286243	-	5	26	0.19230769230769232	0.02844765012666961	false
chr11	37286247	-	16	26	0.6153846153846154	5.489329598874063e-13	true
chr11	44074717	+	4	24	0.16666666666666666	0.07571183103686135	false
chr11	44074724	+	5	26	0.19230769230769232	0.02844765012666961	false
chr11	44074726	+	3	26	0.11538461538461539	0.2571026746182763	false
chr11	44074730	+	4	26	0.15384615384615385	0.09587913898345996	false
chr11	44074734	+	5	26	0.19230769230769232	0.02844765012666961	false
chr11	44074736	+	4	26	0.15384615384615385	0.09587913898345996	false
chr11	65720956	+	7	67	0.1044776119402985	0.16771320230606254	false
chr11	65720957	+	6	67	0.08955223880597014	0.30156118391140957	false
chr11	65720965	+	5	67	0.07462686567164178	0.4796369922006732	false
chr11	65720968	+	17	67	0.2537313432835821	1.701749512444327e-6	true
chr11	65720969	+	22	68	0.3235294117647059	3.5967426142113963e-10	true
chr11	65720970	+	7	68	0.10294117647058823	0.17678898895865922	false
chr11	65720971	+	6	68	0.08823529411764706	0.31363591245522426	false
chr11	65720973	+	5	68	0.07352941176470588	0.49281168106935974	false
chr11	76806878	-	5	31	0.16129032258064516	0.05567860538312593	false
chr11	78735839	+	6	24	0.25	0.004510086207463914	false
chr11	103699646	+	5	20	0.25	0.009393160788134361	false
chr11	103699658	+	16	20	0.8	7.432523639844151e-16	true
chr11	103699659	+	10	20	0.5	2.0124571239085432e-7	true
chr11	110736233	-	23	42	0.5476190476190477	1.6427922167704918e-16	true
chr11	121988483	-	15	26	0.5769230769230769	1.1059262861818275e-11	true
chr11	133015302	-	15	32	0.46875	5.46872975227498e-10	true
chr11	133015305	-	38	55	0.6909090909090909	8.279453695297103e-32	true
chr11	133015312	-	8	57	0.14035087719298245	0.03770014611094284	false
chr12	13121019	+	3	36	0.08333333333333333	0.4449672794910826	false
chr12	13121031	+	4	36	0.1111111111111111	0.2255791169139308	false
chr12	13121034	+	7	36	0.19444444444444445	0.009603265932809038	false
chr12	13121035	+	9	36	0.25	0.0005295919851047757	true
chr12	13121039	+	3	36	0.08333333333333333	0.4449672794910826	false
chr12	47065440	-	22	24	0.9166666666666666	4.6844820902210754e-24	true
chr12	66465848	-	31	32	0.96875	1.7582800154115928e-35	true
chr12	66465852	-	31	32	0.96875	1.7582800154115928e-35	true
chr12	81213753	+	4	63	0.06349206349206349	0.6258761963040564	false
chr12	81213755	+	6	63	0.09523809523809523	0.2542850427636342	false
chr12	81213756	+	12	63	0.19047619047619047	0.0009700745019540935	true
chr12	81213761	+	6	63	0.09523809523809523	0.2542850427636342	false
chr12	81213768	+	25	63	0.3968253968253968	1.146961595937699e-13	true
chr12	81213770	+	6	63	0.09523809523809523	0.2542850427636342	false
chr12	81213773	+	8	63	0.12698412698412698	0.06212531974431767	false
chr12	81213775	+	11	63	0.1746031746031746	0.003197182047779596	false
chr12	90855666	-	3	104	0.028846153846153848	0.97512941977635	false
chr12	90855671	-	6	91	0.06593406593406594	0.5877205478768954	false
chr12	90855678	-	5	77	0.06493506493506493	0.604609335364355	false
chr12	90855680	-	4	74	0.05405405405405406	0.7472957760822438	false
chr12	112712998	+	3	35	0.08571428571428572	0.42668493260965323	false
chr12	112712999	+	6	35	0.17142857142857143	0.028797717162198914	false
chr12	112713011	+	3	35	0.08571428571428572	0.42668493260965323	false
chr12	112713017	+	3	35	0.08571428571428572	0.42668493260965323	false
chr12	115360855	-	6	28	0.21428571428571427	0.010003684922470864	false
chr12	115360856	-	25	63	0.3968253968253968	1.146961595937699e-13	true
chr12	115360857	-	35	91	0.38461538461538464	5.053456185581232e-18	true
chr12	117322448	+	8	39	0.20512820512820512	0.004109177538899768	false
chr12	117322449	+	6	39	0.15384615384615385	0.046079924692601616	false
chr12	117322452	+	6	39	0.15384615384615385	0.046079924692601616	false
chr12	117322453	+	4	39	0.10256410256410256	0.27081938333566935	false
chr12	117322465	+	3	39	0.07692307692307693	0.4982933088073316	false
chr12	119137575	-	8	50	0.16	0.018545163874790778	false
chr12	119137577	-	9	90	0.1	0.15630649182590842	false
chr12	119137578	-	5	96	0.052083333333333336	0.7871507862155116	false
chr13	28880437	-	13	41	0.3170731707317073	1.8441836742140909e-6	true
chr13	28894272	-	3	21	0.14285714285714285	0.16715976435321728	false
chr13	31120526	-	3	28	0.10714285714285714	0.29480271199918573	false
chr13	31120527	-	26	29	0.896551724137931	1.2242899658711127e-27	true
chr13	31120532	-	29	31	0.9354838709677419	5.193640242881232e-32	true
chr13	31663887	-	4	36	0.1111111111111111	0.2255791169139308	false
chr13	31759370	-	75	131	0.5725190839694656	2.2036099391681452e-52	true
chr13	31759371	-	42	131	0.32061068702290074	6.799584063384927e-18	true
chr13	31759375	-	64	132	0.48484848484848486	5.161717655640317e-39	true
chr13	31759377	-	31	132	0.23484848484848486	9.13160497305297e-10	true
chr13	35766733	+	4	77	0.05194805194805195	0.7745952881327108	false
chr13	36088553	-	25	28	0.8928571428571429	1.619281956286937e-26	true
chr13	59111263	-	19	30	0.6333333333333333	1.6360030507153028e-15	true
chr13	59111264	-	44	77	0.5714285714285714	2.4663406262744415e-31	true
chr13	71066635	+	21	41	0.5121951219512195	2.0245028919904363e-14	true
chr13	96273908	+	9	51	0.17647058823529413	0.006828249465760362	false
chr13	96273909	+	11	51	0.21568627450980393	0.00052324605940201	true
chr13	96273911	+	8	51	0.1568627450980392	0.020725054927633664	false
chr13	96273912	+	5	51	0.09803921568627451	0.2629556508570028	false
chr13	96273913	+	5	51	0.09803921568627451	0.2629556508570028	false
chr13	96273924	+	5	51	0.09803921568627451	0.2629556508570028	false
chr13	96273927	+	4	51	0.0784313725490196	0.4577774400020441	false
chr13	96273929	+	3	51	0.058823529411764705	0.6809751930520428	false
chr13	96273931	+	9	51	0.17647058823529413	0.006828249465760362	false
chr14	72876030	-	7	129	0.05426356589147287	0.7787094769004923	false
chr14	72876031	-	26	146	0.1780821917808219	5.733875196402794e-6	true
chr14	76591679	-	31	31	1.0	5.880929906830562e-37	true
chr14	76591682	-	30	31	0.967741935483871	2.5122281357973802e-34	true
chr14	76591685	-	31	32	0.96875	1.7582800154115928e-35	true
chr14	86071762	-	33	56	0.5892857142857143	1.791221041779216e-24	true
chr14	86071765	-	12	57	0.21052631578947367	0.00037545816041418005	true
chr14	86071768	-	47	65	0.7230769230769231	1.6991046813588062e-40	true
chr14	90237491	-	11	21	0.5238095238095238	2.590250641758598e-8	true
chr15	29236868	-	41	49	0.8367346938775511	3.1507988523313485e-40	true
chr15	29236871	-	48	49	0.9795918367346939	3.642704720559557e-55	true
chr15	43235201	-	21	27	0.7777777777777778	5.671920468521443e-20	true
chr15	43235204	-	25	28	0.8928571428571429	1.619281956286937e-26	true
chr15	58582097	-	32	89	0.3595505617977528	1.28896276255861e-15	true
chr15	64954428	+	4	48	0.08333333333333333	0.41157229511398064	false
chr15	64954441	+	4	49	0.08163265306122448	0.4270891954481153	false
chr15	64954443	+	8	49	0.16326530612244897	0.01653409357838671	false
chr15	64954444	+	6	49	0.12244897959183673	0.11257002321776767	false
chr15	64954457	+	7	49	0.14285714285714285	0.04619297719296997	false
chr15	64954458	+	6	49	0.12244897959183673	0.11257002321776767	false
chr15	64954463	+	3	49	0.061224489795918366	0.654324996633831	false
chr15	64954824	+	4	46	0.08695652173913043	0.380295254582255	false
chr15	64954836	+	5	46	0.10869565217391304	0.19956886859206818	false
chr15	64954840	+	29	46	0.6304347826086957	7.074159651358141e-23	true
chr15	64954843	+	5	46	0.10869565217391304	0.19956886859206818	false
chr15	64954846	+	7	46	0.15217391304347827	0.034257285876047684	false
chr15	66870725	-	5	22	0.22727272727272727	0.014251634477529678	false
chr15	66870728	-	18	45	0.4	2.636100759389486e-10	true
chr15	66928777	-	16	60	0.26666666666666666	1.6690742818342318e-6	true
chr15	66928783	-	33	93	0.3548387096774194	7.3449647057255e-16	true
chr15	66928788	-	10	93	0.10752688172043011	0.09905514213563898	false
chr15	66928789	-	15	93	0.16129032258064516	0.0014638844581934883	false
chr15	66928790	-	6	93	0.06451612903225806	0.6091283829104673	false
chr15	75822355	-	149	227	0.6563876651982379	4.712666579008143e-115	true
chr15	75822356	-	151	228	0.6622807017543859	1.8231696860432753e-117	true
chr15	75822357	-	25	228	0.10964912280701754	0.012494777535376032	false
chr15	75822363	-	8	233	0.034334763948497854	0.9906514155397519	false
chr15	95230631	-	10	20	0.5	2.0124571239085432e-7	true
chr15	95230636	-	12	22	0.5454545454545454	3.204484856457008e-9	true
chr15	95230643	-	11	22	0.5	4.860052797871492e-8	true
chr15	98533409	-	10	25	0.4	2.596203783594941e-6	true
chr15	98533482	-	5	25	0.2	0.024297359163087638	false
chr16	8521012	-	18	21	0.8571428571428571	1.0006200757712819e-18	true
chr16	8521017	-	3	22	0.13636363636363635	0.18440425747316547	false
chr16	11198520	-	3	27	0.1111111111111111	0.27588911257752774	false
chr16	11198523	-	3	27	0.1111111111111111	0.27588911257752774	false
chr16	11198536	-	5	21	0.23809523809523808	0.011651305955704062	false
chr16	13262624	-	148	228	0.6491228070175439	3.250612608667956e-113	true
chr16	20129469	+	4	33	0.12121212121212122	0.18257093026571025	false
chr16	50043483	+	3	37	0.08108108108108109	0.4630124718998549	false
chr16	50043501	+	7	61	0.11475409836065574	0.11796711447928494	false
chr16	50043508	+	6	61	0.09836065573770492	0.2314565825210846	false
chr16	50043513	+	6	61	0.09836065573770492	0.2314565825210846	false
chr16	50043518	+	4	61	0.06557377049180328	0.6002198446990816	false
chr16	50043582	+	3	23	0.13043478260869565	0.2020869789813946	false
chr16	51653383	+	5	25	0.2	0.024297359163087638	false
chr16	58269378	-	4	98	0.04081632653061224	0.9057060602587421	false
chr16	67331052	-	17	29	0.5862068965517241	3.1789153693959215e-13	true
chr16	67331054	-	4	29	0.13793103448275862	0.1302454881800137	false
chr16	67331059	-	13	29	0.4482758620689655	1.5400592162639884e-8	true
chr16	67331061	-	8	29	0.27586206896551724	0.000525892509348326	true
chr16	78593718	-	26	28	0.9285714285714286	1.354962552460902e-28	true
chr16	78593721	-	26	28	0.9285714285714286	1.354962552460902e-28	true
chr16	78751726	-	33	62	0.532258064516129	1.5418300939646357e-22	true
chr16	78751729	-	33	63	0.5238095238095238	3.0251509962103837e-22	true
chr16	78751731	-	22	63	0.3492063492063492	6.59914411580318e-11	true
chr16	78751734	-	31	63	0.49206349206349204	6.142134868776182e-20	true
chr16	84535177	+	4	21	0.19047619047619047	0.0500004582088146	false
chr17	15214505	-	8	28	0.2857142857142857	0.0004047848114974939	true
chr17	15804981	+	3	23	0.13043478260869565	0.2020869789813946	false
chr17	15805005	+	21	65	0.3230769230769231	9.243969471999405e-10	true
chr17	15805009	+	11	65	0.16923076923076924	0.004104123620663479	false
chr17	15805020	+	20	65	0.3076923076923077	6.001456966041733e-9	true
chr17	15805023	+	6	65	0.09230769230769231	0.2776906458489605	false
chr17	51888169	-	3	33	0.09090909090909091	0.389523762802753	false
chr17	51888174	-	27	72	0.375	6.279174973587993e-14	true
chr17	56674990	+	5	43	0.11627906976744186	0.16439435837154542	false
chr17	56674992	+	6	43	0.13953488372093023	0.06866728523419782	false
chr17	56674993	+	19	43	0.4418604651162791	1.0115662584250242e-11	true
chr17	56674995	+	6	42	0.14285714285714285	0.06251386770059139	false
chr17	68495915	+	7	67	0.1044776119402985	0.16771320230606254	false
chr17	68495924	+	8	81	0.09876543209876543	0.18290805468131666	false
chr17	68495926	+	10	81	0.12345679012345678	0.04711253096205172	false
chr17	68495935	+	12	82	0.14634146341463414	0.00917294343335384	false
chr17	68495939	+	49	82	0.5975609756097561	5.030327403780214e-36	true
chr17	68495940	+	21	82	0.25609756097560976	9.03729797140283e-8	true
chr17	68495945	+	14	82	0.17073170731707318	0.0011836252200143405	false
chr17	68496009	+	3	37	0.08108108108108109	0.4630124718998549	false
chr17	77775619	+	56	127	0.4409448818897638	1.3326467790710996e-31	true
chr17	77775622	+	33	129	0.2558139534883721	2.317499448783094e-11	true
chr17	77775623	+	13	130	0.1	0.10351414230249421	false
chr17	77775624	+	7	130	0.05384615384615385	0.7853639995571029	false
chr17	77775653	+	3	95	0.031578947368421054	0.9600192137436339	false
chr17	77775665	+	3	35	0.08571428571428572	0.42668493260965323	false
chr18	22271170	-	18	46	0.391304347826087	4.0540945707920445e-10	true
chr18	22271172	-	20	46	0.43478260869565216	4.18866961159302e-12	true
chr18	22271174	-	10	46	0.21739130434782608	0.0008693448263068647	true
chr18	32016137	-	70	88	0.7954545454545454	1.0759935228761447e-64	true
chr18	40103394	+	11	43	0.2558139534883721	0.0001045245723114775	true
chr18	40103397	+	4	86	0.046511627906976744	0.8426275793792847	false
chr18	40103398	+	16	86	0.18604651162790697	0.00019987910159062234	true
chr18	40103404	+	11	86	0.12790697674418605	0.030807047884432576	false
chr18	40103405	+	3	86	0.03488372093023256	0.9365695836927475	false
chr18	40103407	+	4	86	0.046511627906976744	0.8426275793792847	false
chr18	40103409	+	42	86	0.4883720930232558	2.613342922549118e-26	true
chr18	40103411	+	25	86	0.29069767441860467	3.091428085583562e-10	true
chr18	40103415	+	5	86	0.05813953488372093	0.7008379765300667	false
chr18	40103416	+	9	86	0.10465116279069768	0.12834752810908887	false
chr18	56270430	-	4	51	0.0784313725490196	0.4577774400020441	false
chr18	63093385	+	4	57	0.07017543859649122	0.5458579351440651	false
chr18	67250696	-	26	32	0.8125	2.479673020490512e-25	true
chr19	1693889	+	5	30	0.16666666666666666	0.049349420695841736	false
chr19	17450698	+	3	22	0.13636363636363635	0.18440425747316547	false
chr19	17450699	+	3	22	0.13636363636363635	0.18440425747316547	false
chr19	17450706	+	5	22	0.22727272727272727	0.014251634477529678	false
chr19	17450707	+	3	22	0.13636363636363635	0.18440425747316547	false
chr19	17450712	+	8	22	0.36363636363636365	0.000060139548203506917	true
chr19	17450713	+	3	22	0.13636363636363635	0.18440425747316547	false
chr19	50189073	+	4	73	0.0547945205479452	0.7376514593662759	false
chr19	50189078	+	16	74	0.21621621621621623	0.000030215821545738944	true
chr19	50189082	+	8	76	0.10526315789473684	0.14257291271858874	false
chr19	50189087	+	4	77	0.05194805194805195	0.7745952881327108	false
chr19	50189088	+	4	77	0.05194805194805195	0.7745952881327108	false
chr19	50189090	+	10	78	0.1282051282051282	0.03780438904842728	false
chr19	50189091	+	5	78	0.0641025641025641	0.6161355177001693	false
chr19	50189092	+	11	78	0.14102564102564102	0.015981037503011015	false
chr19	50189094	+	13	78	0.16666666666666666	0.002182655806806211	false
chr19	50189095	+	7	78	0.08974358974358974	0.2771985044731456	false
chr19	50492665	-	21	26	0.8076923076923077	1.3475854644915061e-20	true
chr20	36826285	+	3	42	0.07142857142857142	0.5488909737646379	false
chr20	36826298	+	17	43	0.3953488372093023	1.0255111158293549e-9	true
chr20	36826299	+	24	43	0.5581395348837209	1.9909763301652025e-17	true
chr20	36826300	+	9	43	0.20930232558139536	0.0020626921267387715	false
chr20	36826301	+	3	43	0.06976744186046512	0.5650740116469153	false
chr20	36826303	+	7	43	0.16279069767441862	0.024567792910018503	false
chr20	36826305	+	12	43	0.27906976744186046	0.000019800307310993507	true
chr20	36826306	+	3	43	0.06976744186046512	0.5650740116469153	false
chr20	48329275	-	9	30	0.3	0.00011664527971765634	true
chr20	49483466	+	5	45	0.1111111111111111	0.1875661538186012	false
chr20	49483467	+	14	45	0.3111111111111111	9.647985030204046e-7	true
chr20	49483469	+	3	45	0.06666666666666667	0.5963467419943286	false
chr20	49483473	+	9	45	0.2	0.00286776738234526	false
chr20	49483478	+	14	45	0.3111111111111111	9.647985030204046e-7	true
chr20	49483479	+	15	45	0.3333333333333333	1.4277977715272292e-7	true
chr20	49483485	+	3	46	0.06521739130434782	0.6114201015812173	false
chr20	53839397	+	5	44	0.11363636363636363	0.17583488895543148	false
chr20	53935654	+	4	27	0.14814814814814814	0.10681117094426498	false
chr20	53935655	+	9	27	0.3333333333333333	0.000046034094986495937	true
chr20	53935656	+	8	28	0.2857142857142857	0.0004047848114974939	true
chr20	53935659	+	4	28	0.14285714285714285	0.1182757840637082	false
chr20	53935661	+	4	28	0.14285714285714285	0.1182757840637082	false
chr20	53935674	+	4	33	0.12121212121212122	0.18257093026571025	false
chr20	53935675	+	5	33	0.15151515151515152	0.06966958898722928	false
chr20	55353563	-	35	120	0.2916666666666667	8.811325197489501e-14	true
chr20	55800522	-	17	34	0.5	1.0278275997237749e-11	true
chr20	55800523	-	26	35	0.7428571428571429	1.5780110517930198e-23	true
chr20	55800526	-	10	38	0.2631578947368421	0.00016597804888581686	true
chr20	55800530	-	7	54	0.12962962962962962	0.0713862991229899	false
chr20	55800591	-	3	42	0.07142857142857142	0.5488909737646379	false
chr20	55800593	-	3	41	0.07317073170731707	0.5323574751593939	false
chr20	55800596	-	4	35	0.11428571428571428	0.21095091005628938	false
chr21	8421161	+	3	49	0.061224489795918366	0.654324996633831	false
chr21	29697845	+	4	38	0.10526315789473684	0.25554597442821997	false
chr21	29697847	+	3	38	0.07894736842105263	0.4807953145402807	false
chr21	29697848	+	8	38	0.21052631578947367	0.003469540763736042	false
chr21	29697857	+	3	38	0.07894736842105263	0.4807953145402807	false
chr21	29697859	+	6	38	0.15789473684210525	0.04127168763790845	false
chr21	29697861	+	22	38	0.5789473684210527	1.4779230536646172e-16	true
chr21	29697865	+	4	38	0.10526315789473684	0.25554597442821997	false
chr21	29697867	+	3	38	0.07894736842105263	0.4807953145402807	false
chr21	38182523	-	3	22	0.13636363636363635	0.18440425747316547	false
chr22	22779926	-	4	20	0.2	0.042695857779650695	false
chr22	22779942	-	3	20	0.15	0.15042272061830264	false
chr22	26278735	-	11	31	0.3548387096774194	3.288662545009177e-6	true
chr22	27674722	+	4	35	0.11428571428571428	0.21095091005628938	false
chr22	27674723	+	8	35	0.22857142857142856	0.0020021642909179406	false
chr22	27674725	+	5	35	0.14285714285714285	0.08541294300250826	false
chr22	27674742	+	4	35	0.11428571428571428	0.21095091005628938	false
chr22	44432656	-	4	20	0.2	0.042695857779650695	false
chr22	45751418	-	12	20	0.6	7.100653165606941e-10	true
chr22	45751420	-	4	20	0.2	0.042695857779650695	false
chr22	45751422	-	3	20	0.15	0.15042272061830264	false
chrX	3218887	-	3	38	0.07894736842105263	0.4807953145402807	false
chrX	3218896	-	3	38	0.07894736842105263	0.4807953145402807	false
chrX	3218897	-	3	38	0.07894736842105263	0.4807953145402807	false
chrX	3218904	-	3	38	0.07894736842105263	0.4807953145402807	false
